date,year,month,day,x,y
19970821,1997,08,21,313350.0,3383280.0
19970821,1997,08,21,313350.0,3383250.0
19970821,1997,08,21,313350.0,3383220.0
19970821,1997,08,21,313380.0,3383220.0
19970821,1997,08,21,313380.0,3383190.0
19970821,1997,08,21,313410.0,3383190.0
19970821,1997,08,21,313410.0,3383160.0
19970821,1997,08,21,313410.0,3383130.0
19970821,1997,08,21,313440.0,3383130.0
19970821,1997,08,21,313440.0,3383100.0
19970821,1997,08,21,313440.0,3383070.0
19970821,1997,08,21,313470.0,3383070.0
19970821,1997,08,21,313470.0,3383040.0
19970821,1997,08,21,313500.0,3383040.0
19970821,1997,08,21,313500.0,3383010.0
19970821,1997,08,21,313500.0,3382980.0
